TOKEN	WEIGHT
installment	-0.00021443765515005787
attachment	-0.00021443645471347833
Pollution	-0.00021442243279989662
Cairo	-0.0002144174419290319
stockholder	-0.00021438927551208789
repaired	-0.00021436996845940453
Passage	-0.00021436843814318936
infer	-0.00021430563047907837
continual	-0.00021422569978074088
Manufacturing	-0.00021422449628807924
ard	-0.00021421407377953658
DavisBacon	-0.00021418479558428882
HUMPHREY	-0.00021412346185184378
Burton	-0.0002141012742788897
selfsustaining	-0.00021403634040298696
corners	-0.00021402548213662773
sergeant	-0.00021402489467298893
Ala..	-0.00021402017310947853
shifts	-0.00021399715488185078
unfriendly	-0.00021398799336232486
fabrics	-0.00021396554322104634
diplomats	-0.00021395287015257036
Guatemala	-0.00021393923923153734
Hundreds	-0.0002139289528996767
adjusting	-0.0002139256427108962
examiner	-0.00021392150186541582
considerate	-0.0002138996224383413
misrepresentation	-0.00021388741044625913
bottle	-0.00021386187925876677
mentions	-0.00021368629247771337
eradication	-0.0002136828843795428
seventyfive	-0.0002136191415329131
congress	-0.0002136152566302291
sonic	-0.00021359013985745634
perseverance	-0.000213553938129087
Jerry	-0.0002135487397338307
manganese	-0.00021351456154722272
escalation	-0.00021349134573952545
programming	-0.00021349087333385558
enhancing	-0.00021346488986564085
Ordered	-0.00021341502383200522
Disabled	-0.00021321258187921222
noteworthy	-0.00021320175905777466
ain	-0.0002131884057589334
sailor	-0.00021317743409689753
overrule	-0.000213177075624752
dissatisfied	-0.0002131659141647625
waves	-0.00021316390844080985
enrich	-0.00021315079507749947
paralyzed	-0.000213136780519608
sanctioned	-0.0002131350963201776
interrupting	-0.00021307231096325885
Lower	-0.00021303461192615267
pernicious	-0.00021300581511896912
clinic	-0.00021300319501568667
selfdefense	-0.0002129570716162878
glance	-0.0002129389199231062
Recreation	-0.00021293248832262833
flew	-0.00021292051760232354
shaping	-0.00021289169827324843
Swayne	-0.00021286254058754367
shake	-0.00021284843693997256
mittee	-0.000212794190604558
Perry	-0.000212787185074745
HMOs	-0.00021266540236718103
outreach	-0.00021263932127102805
notices	-0.00021262776146811096
rescission	-0.00021262037097917108
Delta	-0.00021259747529715626
FL	-0.00021258227367698025
fruitful	-0.00021254371186631374
clarified	-0.00021252831298316862
laudable	-0.0002125247489376044
asbestos	-0.0002124701471135916
commits	-0.00021246333310173294
inject	-0.0002124555492739095
virtual	-0.00021239807501557528
overturn	-0.00021235552201527046
1872.	-0.00021227903233034525
Senator-	-0.00021221394359336875
specialty	-0.00021221237881233646
recur	-0.00021213024303784486
1888.	-0.0002121258607273577
giveaway	-0.0002120572384913061
thanking	-0.00021205112171598467
complement	-0.00021197916387292524
Suite	-0.0002119781536318477
Chester	-0.00021196894269553748
cornerstone	-0.00021194182168233363
arsenals	-0.00021192065284471998
fostering	-0.00021189774216723984
bloodshed	-0.00021186572415521235
workingman	-0.0002118469182378282
Nazis	-0.00021183275320861203
parcels	-0.00021178508113272085
commercially	-0.0002117645463126377
J..	-0.00021169401578326145
Stevenson	-0.0002116689177670983
1931.	-0.00021163820766307323
superintendents	-0.00021162019412073051
smuggling	-0.00021161433872374358
320	-0.0002115895742804113
Grants	-0.00021149767414215882
Larry	-0.00021147267073331084
treats	-0.00021142024197452633
modes	-0.00021139912392918907
unfounded	-0.00021135230338053485
radioactive	-0.00021125992819834335
empower	-0.00021125063278294823
1906.	-0.00021122563395965514
SST	-0.00021122562838622914
luxuries	-0.00021122440227347837
Sept.	-0.0002112122050862983
troublesome	-0.00021115822374857755
aftermath	-0.00021101678341997891
tubes	-0.00021101242574405303
eases	-0.00021095679597082144
replacing	-0.00021095255340781606
steamships	-0.00021090317115610757
lineitem	-0.00021075377052615996
receivers	-0.0002107190234393159
hurts	-0.00021071534086897244
bitterness	-0.00021067747084356332
astonished	-0.00021067713803514854
hung	-0.0002106663779877056
unimportant	-0.00021066629475557076
1812	-0.0002106241405433123
hampered	-0.00021060746260256994
cordial	-0.00021057066814524276
helicopter	-0.00021056587808910134
Reynolds	-0.00021054654755883848
viability	-0.00021051675852554682
accusation	-0.00021049365032536855
Bankers	-0.00021049097613301423
190	-0.00021045187752243773
entitlements	-0.00021043990547452713
experimentation	-0.00021036849124267664
wrongdoing	-0.00021022234553352503
historian	-0.0002101251565774432
boldly	-0.0002100537421000483
provinces	-0.00021003709697188614
Historical	-0.00021001801985675735
capitalization	-0.00021000502708061627
Kans..	-0.00020998135104610468
dominion	-0.00020998134061269864
shells	-0.00020997196038709655
McLean	-0.00020991377570599173
2007.	-0.0002098686753022115
slums	-0.00020973717561795325
Dennis	-0.00020972454456000757
forcefully	-0.0002096907957199386
cites	-0.00020968623478466548
lo	-0.0002096704694656865
confirms	-0.00020966132060095996
potash	-0.00020956763106182028
bimetallism	-0.00020951287685023925
disproportionate	-0.00020939890570849086
bent	-0.0002093634118137996
tropical	-0.00020936309866141645
sabotage	-0.0002093344509336908
GrammRudman	-0.00020928786182200084
Rose	-0.0002092521708496942
Chandler	-0.0002092068331181445
fleets	-0.00020914079066534276
insidious	-0.00020913201278580207
151	-0.00020910931620740552
120.000	-0.00020904245211050262
fostered	-0.0002089887753852798
milestone	-0.0002089416384999292
nt	-0.00020893426146225636
plow	-0.00020888517950316357
bulletin	-0.00020886684024847097
Mental	-0.00020882621096544047
washed	-0.00020873537374137654
Asiatic	-0.0002087164600885634
reclaiming	-0.0002087150961320107
20036	-0.00020868642342012175
ambassadors	-0.0002086688454604142
thie	-0.00020864534086233757
electorate	-0.00020858200958878687
seasonal	-0.00020855698727154315
frequency	-0.0002085093113743813
hits	-0.00020847654218000218
#	-0.0002084487582364408
corridor	-0.00020838655848909164
Airlines	-0.00020835357484893269
Wilmington	-0.00020833484009263978
2.400	-0.0002083296283371421
necessitate	-0.00020832559890535988
alteration	-0.00020828576497826634
Borah	-0.00020828451358366335
franking	-0.00020827700960536136
McClellan	-0.0002082174201103468
computing	-0.000208202088579051
wines	-0.00020817392412199984
Sterling	-0.00020816598052358218
pour	-0.00020813809351057284
17.000	-0.00020810507485250843
InterAmerican	-0.00020807973369263487
Corporations	-0.00020801983314824957
Monetary	-0.0002079129773034151
Jacob	-0.000207902623313719
counterparts	-0.00020786170245345407
scare	-0.00020785916497250158
dignified	-0.00020783303488347942
delinquent	-0.00020783043730056766
GSA	-0.0002078024323261902
contractual	-0.00020777360861049148
releases	-0.0002077660414543984
bat	-0.00020773889132998075
strings	-0.0002077210015155753
Distinguished	-0.00020767719899920475
cumulative	-0.0002076522054194348
undermining	-0.00020764150518029023
germaneness	-0.0002075812510832753
Secret	-0.0002075692829453498
Wage	-0.00020752878470111543
illuminating	-0.000207483685887466
disloyal	-0.0002074687717914329
FY	-0.00020744122702992957
clarifies	-0.00020743579095347306
ancestry	-0.0002074175783572061
holes	-0.00020741367178039616
legs	-0.00020738878465079502
Tomorrow	-0.00020737202296684966
deplore	-0.00020735578351811426
Supervising	-0.00020726159193029136
pleas	-0.00020725448124700801
Tell	-0.00020718437780157926
li	-0.00020717625423458046
keenly	-0.0002071521394618322
drift	-0.00020713836180917685
1850	-0.00020711331727492498
multiply	-0.00020709856525272973
Average	-0.00020699309382877864
chairmans	-0.0002069854867015127
HENRY	-0.00020698014554859688
tinder	-0.00020692610712771397
pensioned	-0.0002068465901932865
ravages	-0.00020684163259075146
Canadians	-0.0002068364977769446
writings	-0.0002068071989902797
despotism	-0.0002067764487594871
fallacy	-0.00020676907521853337
congratulated	-0.00020673849030031986
JAMES	-0.00020667284961664104
syndicate	-0.00020663040215715105
smallbusiness	-0.0002065923350295676
wheel	-0.0002065822612457539
thd	-0.00020654873950171795
starve	-0.00020654735485815096
pack	-0.00020649489699108605
upgrade	-0.00020636013190516135
deputies	-0.00020629987512775697
220	-0.00020628144194489946
Halls	-0.00020623833044459755
thirdclass	-0.00020622970994380087
wisest	-0.0002061701977900752
ef	-0.0002060758355107723
109	-0.00020603304410510693
exceptionally	-0.00020595522472982184
sizable	-0.00020589321982491648
eradicate	-0.00020585491039670637
Rollcall	-0.00020582725181311504
1909.	-0.00020578063062455336
comparisons	-0.00020571036144449595
1896.	-0.00020561772009555155
Somalia	-0.0002056128555894566
martial	-0.00020560245872862658
patrons	-0.00020552072680107142
Warner	-0.00020546655059901087
reestablish	-0.0002054376580208079
enunciated	-0.00020538716095983833
4.5	-0.0002053864503035354
Roger	-0.00020537898850282014
consciousness	-0.00020533487918857876
hats	-0.00020533323342976118
theoretical	-0.00020531670181883515
basket	-0.00020531096845239372
Worth	-0.0002052930116416915
northeast	-0.00020526930638023905
disservice	-0.000205237594427289
Jimmy	-0.00020516516081200623
Future	-0.00020514413128064246
fits	-0.00020513692488395956
lone	-0.00020510405463201596
upcoming	-0.00020509946012393514
motivation	-0.0002050868676520849
provider	-0.00020506778883958688
homesteads	-0.0002050081642797632
USA	-0.00020498664952070026
covert	-0.00020487018417436817
ceasefire	-0.00020484219333786522
Kenneth	-0.00020482164865668012
ire	-0.00020477211135303274
Inflation	-0.00020477094739883447
exempts	-0.0002047447030218968
massacre	-0.00020470393285145326
Gore	-0.00020461468920554316
1912.	-0.000204589303336453
Simon	-0.0002045648139106312
medals	-0.00020453808201829335
fairminded	-0.0002045224505188258
remarkably	-0.0002044731819288046
player	-0.00020446824078672438
majorities	-0.0002044273142740963
insurgents	-0.00020439695459230519
pouring	-0.00020436705135363933
aggressively	-0.00020434274803837825
1863	-0.00020429158028333714
muster	-0.00020427890097650137
Mi	-0.0002042388229000271
crown	-0.00020419887627787068
unscrupulous	-0.0002041855094348652
retailer	-0.00020416613023020567
squeeze	-0.00020415428827722196
tht	-0.00020412477482689253
mindful	-0.0002039530292492668
Johnsons	-0.00020387567353682403
Ga.	-0.0002038477208529875
11/2	-0.0002038123525641942
Susan	-0.0002038054434104433
alliances	-0.00020379596609266493
rebel	-0.00020378815132010005
401	-0.0002037683517803265
enumeration	-0.00020374483775498773
Angola	-0.00020364453049129678
occupants	-0.00020362626088146025
voucher	-0.00020362160608660156
Importance	-0.0002036158545364666
bullet	-0.00020358191933116609
Taxation	-0.00020357046717095622
educator	-0.00020356004130993356
furtherance	-0.00020355645139874567
painted	-0.00020355509622083814
spared	-0.0002035528738271721
unchanged	-0.0002035344569894713
sunshine	-0.00020352833241487614
tragedies	-0.00020351845229395947
Soon	-0.00020350343331683172
pro-	-0.0002034879212651094
pecuniary	-0.00020348453219294778
Way	-0.00020347384340662714
executing	-0.00020345420905189246
forthright	-0.00020339400742254912
210	-0.00020338574264047181
sentencing	-0.00020336292429510113
it-	-0.00020329347315540261
unfairness	-0.0002032007955665866
lecture	-0.0002031820735779231
shuttle	-0.0002031357569705109
outlines	-0.00020311956849922066
4.000.000.000	-0.00020310571052369614
ore.	-0.00020308180805543902
schoolchildren	-0.00020303337862278287
Bankhead	-0.0002030326750500924
armored	-0.00020293125638654573
instantly	-0.0002029208160914858
Pueblo	-0.00020289335402956928
unaware	-0.00020284099363035253
springs	-0.0002028047349869289
swamp	-0.00020274589918935722
WIC	-0.00020274361205501905
centered	-0.00020270839445292848
subversion	-0.00020268838674534172
Jacksonville	-0.00020267671009157275
gifted	-0.00020260561695904932
avert	-0.00020258891191841916
tlhe	-0.00020255275494144578
progressed	-0.00020254667283911999
momentum	-0.0002024963375453356
Latvia	-0.00020247570675480472
abnormal	-0.00020243778974745791
Vernon	-0.00020235360803714784
thou	-0.0002023303083947077
champions	-0.00020232935278147163
Du	-0.00020231351542604015
juncture	-0.00020229159125695958
disgraceful	-0.00020226377380112143
noting	-0.00020225776630328695
Disease	-0.0002022443449471072
launching	-0.0002022342464779847
legislated	-0.0002022014306030867
reign	-0.00020216158512955678
Yellowstone	-0.00020212346643734124
Alexandria	-0.00020210526874939614
Rabbi	-0.00020207569623805692
phrases	-0.0002020512717710686
1897.	-0.00020195445847419525
Someone	-0.00020194810899716364
daytoday	-0.0002019445900918344
sponsorship	-0.00020190440043221067
mild	-0.00020189805632089667
filibustering	-0.00020189335477374852
Benton	-0.00020188243571485283
censorship	-0.00020184589623135283
arouse	-0.00020174772456121228
Casey	-0.00020171893423948114
crystal	-0.0002017157996143684
1927.	-0.0002015999299850491
114	-0.00020156051529471303
Phoenix	-0.0002015351897681526
tributes	-0.00020152375726966093
swiftly	-0.00020150368387132511
grim	-0.00020148987980236603
145	-0.00020148697330372013
clarity	-0.00020144509643996744
STEVENS	-0.00020143625665011158
liberally	-0.00020142481080838513
prudence	-0.00020140857805083976
attainment	-0.00020139661411204746
Rochester	-0.00020137677352130099
nonconcur	-0.00020131480300922142
infinite	-0.0002013063748853812
Kong	-0.00020130512456794072
inflated	-0.00020126535691490717
Todays	-0.00020123302103125816
socialistic	-0.0002012196149838961
Technical	-0.0002010962228681318
Clubs	-0.0002010843669712642
N.Y..	-0.00020103511140540735
tempers	-0.00020098958744510295
CCC	-0.00020093829413750494
refunded	-0.00020093594173301426
fights	-0.00020091430486248612
dedicate	-0.00020086400202281278
Depression	-0.00020082555545922212
forged	-0.00020079658766355515
Cemetery	-0.00020074014247394609
Jesse	-0.00020073153913363644
incompatible	-0.00020072480879829973
Wis..	-0.00020068568250426877
equities	-0.0002006189411677541
columnist	-0.00020059468181228617
harms	-0.00020055597320376572
sober	-0.00020054770250614665
exploited	-0.00020054504295942988
shortfall	-0.0002005443374767524
oii	-0.00020053080488746314
subscription	-0.00020047023518916562
freights	-0.00020045229222066468
surround	-0.00020042193632700416
ink	-0.00020041508621684468
incidence	-0.00020040781684835281
combating	-0.00020040707184878313
Jerusalem	-0.0002003768364072435
Overman	-0.00020036400810308043
Reading	-0.0002003395224732684
voluminous	-0.00020033139698968311
vigilant	-0.00020032022267349152
Alfred	-0.0002002795371769128
qualifying	-0.00020027817664973908
discontent	-0.00020022675902601158
Clarence	-0.0002002207398090628
consultant	-0.00020022036262791975
protracted	-0.00020015309409884688
Indies	-0.0002000914300604684
Andrews	-0.00020008531774958198
tongue	-0.00020004744210302546
Talk	-0.00020004499709291794
Ihe	-0.00020001437952821055
Wash.	-0.00019998693841847726
grassroots	-0.00019998235985616374
113	-0.0001999800653204082
Articles	-0.00019997525692112562
cadet	-0.00019997282593308844
ambitions	-0.00019989246228004797
discharges	-0.00019987223736946745
horizon	-0.0001998658641393792
Omnibus	-0.00019981515823105594
said.	-0.00019978042729700666
blockade	-0.00019977033587911236
Brooks	-0.00019974459864363566
malpractice	-0.00019972098353608132
seconddegree	-0.0001997161854292637
buses	-0.0001996934266667915
dumped	-0.00019950652528787877
selfless	-0.0001995060918496868
Portugal	-0.0001994278706048829
11.000.000	-0.00019940701183117685
grading	-0.00019940692859256307
ly	-0.00019939553079707627
windows	-0.0001993861700094372
whence	-0.00019938609226798822
prescribes	-0.00019937597436580075
restores	-0.00019935331153287156
Northwestern	-0.00019929690450754925
woods	-0.00019924780209286142
kings	-0.00019924307123129337
crush	-0.00019922602771027742
offender	-0.00019918656058328464
GNP	-0.0001991738797946978
marching	-0.0001991267681196638
soybeans	-0.00019906387177714575
Chrysler	-0.00019893174100453945
Fifty	-0.00019892756201549765
Royal	-0.0001988807893630547
kindred	-0.0001988483931797939
Watergate	-0.000198815676147857
fifteenth	-0.00019880597287850001
Thanks	-0.00019879042223354466
appointee	-0.00019877193559518283
intricate	-0.00019863635537049236
bullets	-0.00019858444290564225
Student	-0.00019856924081207124
nerve	-0.0001985282588714526
Ever	-0.00019849182175824353
characters	-0.0001984914227604914
philosophical	-0.0001984836858570232
housed	-0.00019838046338891685
firemen	-0.00019837953613157356
reiterated	-0.0001982834679273366
loaning	-0.00019827038516762277
1863.	-0.0001982482874620448
comprehension	-0.00019824204160388964
HMO	-0.00019815322395337192
frightened	-0.00019814611145665975
decay	-0.00019812514313843766
nationaldefense	-0.00019805967188443177
1o	-0.00019805359088567124
collaboration	-0.0001980344459728743
procuring	-0.00019802039423710526
tourists	-0.00019801807426591574
vigilance	-0.00019800931366156492
highlights	-0.0001979997287736246
petitioners	-0.00019797083443996418
severity	-0.0001978853348179649
beach	-0.0001978825294615485
Ark	-0.0001978803042437598
Corn	-0.0001978797614823879
selfsupporting	-0.00019783629859892123
600.000.000	-0.0001978191786725739
suspicious	-0.00019776494537597738
reforming	-0.00019764320408761175
Vocational	-0.00019762184736340181
passions	-0.00019753155951234415
realestate	-0.00019751881563440319
modifying	-0.0001974929175654492
Palmer	-0.00019744840389551024
IL	-0.00019741214092915262
fingers	-0.0001973968229313697
informing	-0.00019733130078175963
truthfully	-0.00019728889449489805
replies	-0.0001972858847472335
deceptive	-0.00019723438578036318
Plant	-0.00019721115679475226
1901.	-0.00019718378500017977
distinctions	-0.00019716691810109754
aggressor	-0.0001970704601158352
Carroll	-0.0001970587190071263
respectful	-0.00019705547816182024
rations	-0.00019705395338856334
Volstead	-0.0001970261675015929
rewarding	-0.0001969559853803682
piled	-0.00019694782790692972
mounted	-0.00019687241864720128
anthracite	-0.00019680396961693165
Systems	-0.00019677950415088356
80.000.000	-0.00019673870767487143
abandoning	-0.00019668470700638532
AFDC	-0.00019665537795696695
reaffirmed	-0.0001966462383037547
cruelty	-0.00019662644920528824
omit	-0.00019657683272749683
tension	-0.0001965576596839347
contamination	-0.0001965432344368121
manly	-0.00019652720334223294
-have	-0.0001965241780953144
seacoast	-0.00019650191435349718
Associate	-0.0001964830891470919
Dec.	-0.000196454468103459
Historic	-0.00019645071141342495
constituencies	-0.00019642670309682868
fossil	-0.0001964260888874039
XVI	-0.00019637560149799566
shipyard	-0.0001963413539380494
Armenia	-0.00019630926979081085
chapters	-0.00019625243802725035
cool	-0.00019621989185468556
reproach	-0.0001962182151365908
halfway	-0.00019620523749906604
parte	-0.00019620455204633674
musical	-0.00019620451640328193
marketed	-0.0001961713676948829
thy	-0.00019616830457671537
proximity	-0.00019614360193398803
batteries	-0.00019613665931241341
Monitor	-0.00019610602760487892
teachings	-0.00019608605626895805
Yours	-0.00019603517490872723
accuse	-0.00019603240949194516
itthat	-0.00019600897669262382
Knowing	-0.00019596570585126468
Safe	-0.00019590035224613045
Calhoun	-0.00019583014847048425
Fine	-0.0001957192986756057
Freeman	-0.00019561248567518254
compares	-0.00019558914967009313
oldfashioned	-0.0001955797160409179
dress	-0.00019557723813807447
forthe	-0.00019545758934354563
Jesus	-0.0001953681641523234
contagious	-0.00019533667736681772
ICC	-0.00019528725337587238
-from	-0.00019525865678370622
imperial	-0.00019522432941245405
Sierra	-0.0001951723492219956
exhaust	-0.00019514292878792744
NAACP	-0.0001949705734924649
50percent	-0.00019496077026911785
Armys	-0.00019488422764725216
distorted	-0.00019486845595687987
mechanic	-0.00019486449460804855
bonuses	-0.00019484398274314635
inconceivable	-0.00019482724337637234
flax	-0.00019479801025431087
Christianity	-0.0001947778553788376
artificially	-0.0001947000858577115
twentyone	-0.00019462241435172902
parole	-0.00019459258838618783
Thirty	-0.00019450682775269782
skillful	-0.00019445526533691242
knots	-0.00019444511049148858
1866.	-0.0001944428172076498
ruinous	-0.00019443053471059537
Bulletin	-0.00019439190913486047
mentioning	-0.00019426369869067315
militarily	-0.00019426296735378706
fortunately	-0.00019420799612491154
reportedayes	-0.0001941745357838894
petitioner	-0.00019413026211586613
WARNER	-0.00019412091638810924
interstatecommerce	-0.0001941169164978786
takeover	-0.00019407274569207124
donate	-0.00019400661998848876
metric	-0.0001939708756467
focuses	-0.0001939528655708833
congregation	-0.00019394954093045284
install	-0.0001939218005587898
needing	-0.00019392130992626044
lofty	-0.0001938996498669936
senseless	-0.0001938871858031626
Choctaws	-0.00019388299400614848
noncontroversial	-0.00019387956505270026
Rapids	-0.00019373672343878207
Glass	-0.00019365106014641414
instability	-0.00019362441065519286
ration	-0.00019361123474438395
1869	-0.00019360278524765322
Bicentennial	-0.00019359231728245023
Former	-0.00019358730150782305
recalls	-0.0001935834780681649
bill-	-0.0001935809590243428
congested	-0.00019355731426270312
occasional	-0.00019349899792094982
diminution	-0.00019346624602904582
tort	-0.00019344598435764473
LEAHY	-0.00019341857208321858
PRESIDING	-0.000193304334401729
slogan	-0.0001932635869353824
Armenians	-0.0001932298053673655
patiently	-0.00019322979249241054
ventures	-0.00019319896170300955
1.300	-0.0001931346888087631
Pat	-0.00019313354914653414
translated	-0.00019304263969530892
prohibitory	-0.00019302674384001303
finishing	-0.00019300368615519779
unworkable	-0.00019297652022384429
regretted	-0.0001929562762434255
Sarah	-0.00019289297374573905
deficient	-0.00019288916203520065
1884.	-0.00019288389714497116
Above	-0.00019286969604177015
priced	-0.00019286141407981024
-with	-0.00019284274563646033
117	-0.00019282314143979418
stealing	-0.00019272938312128027
Morrill	-0.00019272862608372802
robust	-0.00019272543860519858
Navajo	-0.00019270582303712293
fortification	-0.0001926979564169053
inducted	-0.0001926674152394086
cetera	-0.00019260904228490477
Main	-0.00019260322924624518
infringement	-0.00019259681588727287
Ball	-0.0001925833412098724
Oakland	-0.00019252913105684226
Nancy	-0.00019251696788229194
clouds	-0.00019242117707891167
Intended	-0.00019230043987749978
neck	-0.00019228206330912614
revival	-0.00019226385506609453
dawn	-0.00019222260718339138
Majority	-0.00019215366605638529
unlawfully	-0.00019212593793617504
opium	-0.00019211205064219487
documentation	-0.0001920977099973643
Navys	-0.00019206914159996367
reprint	-0.000192067553190769
Toledo	-0.00019205105113410495
servitude	-0.00019204904079153512
sin	-0.00019200392729301795
lent	-0.00019198120971530738
cemeteries	-0.00019196922194743691
kid	-0.00019196739549709991
interruptions	-0.00019196174559713944
ranch	-0.00019194643287267027
tempted	-0.00019191843826715845
policeman	-0.00019189197228901554
Generally	-0.00019181694162164248
1877.	-0.00019176972916545742
domestically	-0.00019173736450384774
optimism	-0.00019173260357986479
Christians	-0.00019171855161052625
Judges	-0.00019168177944214678
bf	-0.00019162171295023994
dirt	-0.00019158686003812271
thereunder	-0.00019158335839875943
gaps	-0.00019158298297094716
singled	-0.00019157412953634006
temperature	-0.0001915404864551595
Turner	-0.0001915344806360248
Burma	-0.00019140274138060363
transparency	-0.00019140180180897255
selfemployed	-0.00019139827556334651
fo	-0.00019136574201235245
poet	-0.00019131905443069703
emotions	-0.00019131751626641272
270	-0.00019131721228089088
tills	-0.00019128759863124844
allowable	-0.00019125310825619896
fort	-0.0001911707260967713
Refuge	-0.00019116445207480027
ini	-0.00019112429067329184
innocence	-0.00019109379844733514
Issued	-0.0001910163391394726
HOAR	-0.00019099891494874278
fluctuations	-0.00019093581977580723
Oak	-0.0001909342186250042
emerge	-0.00019091698418106473
Eightieth	-0.000190913407246338
Nixons	-0.00019086690448751926
interposed	-0.0001908629000760294
fun	-0.0001908474752843559
Passed	-0.0001908342946609974
mystery	-0.0001908227975022841
JIM	-0.00019078185026080968
1885.	-0.0001907386395705786
Tenth	-0.00019071508170535526
Lexington	-0.00019070077279640228
Coach	-0.00019069576172404598
Near	-0.00019067128742486337
flown	-0.00019064630819009849
Secondary	-0.0001905956193017418
ill.	-0.00019057902243112263
Channel	-0.00019054087687563891
originating	-0.00019046503091749354
Olympics	-0.0001904394575816769
dictators	-0.00019040966599612083
assigns	-0.00019038753740939732
privates	-0.00019037078604441574
battery	-0.00019033888642928573
unintended	-0.00019033115026532597
450.000	-0.0001902845292537235
industrys	-0.00019023915451759678
Fisher	-0.00019020168463289435
astonishing	-0.00019007472274912857
Associations	-0.0001900064034357953
geography	-0.00018995035589856586
strenuous	-0.00018992160521534929
Jane	-0.00018986857368300653
stabilizing	-0.00018982309909311041
MILLER	-0.00018980451891433602
fastest	-0.00018979864296607142
Keep	-0.00018979409871993158
migration	-0.00018975518255627888
Unit	-0.00018973826639492536
aggravated	-0.00018972519035213677
fourthclass	-0.00018965074951422074
auditing	-0.00018959664910956402
handles	-0.00018956605719597686
121	-0.00018954315607541995
Hyde	-0.00018953945526903923
REID	-0.0001895169588769163
Standing	-0.00018946977653572938
1899.	-0.00018945048120219828
immensely	-0.00018944112814486897
womans	-0.00018943949930175238
react	-0.00018932645388455033
outlaw	-0.00018932159575407785
negligible	-0.00018929246898061392
enlistments	-0.00018926423301968438
resisting	-0.0001892305186182669
fortyfive	-0.00018922493412813809
lion	-0.00018910283876467742
erecting	-0.00018909177317206243
Vegas	-0.0001890722815466019
LA	-0.0001890717411693433
installments	-0.00018905721826898385
Norman	-0.00018904683260942716
primaries	-0.00018898720301293014
kilowatts	-0.00018898150975311454
supervised	-0.00018894683610952542
garbage	-0.00018884753642583045
peer	-0.00018880370542345706
brotherhood	-0.0001887910690229424
Steamship	-0.00018878717828407212
waiving	-0.0001887597485263587
Raymond	-0.00018875587851786843
Immediate	-0.00018874227056283973
redevelopment	-0.00018870832332307274
criterion	-0.00018870762466438734
Stars	-0.00018864222923550172
amendatory	-0.0001886312074583915
Marion	-0.00018862726558511905
strenuously	-0.00018861324597601337
knocked	-0.00018859286585431613
savage	-0.0001885841920420198
traced	-0.00018857507314304082
Rhodesia	-0.000188566832919848
banquet	-0.000188549859724775
1908.	-0.00018852947777798734
cutoff	-0.00018852236118740135
enhancement	-0.00018845287351070453
Ferry	-0.00018843818911068902
Consumers	-0.00018838851487836065
degradation	-0.0001883235389181709
Globe	-0.0001882610532653837
assay	-0.0001882301124611994
Benefits	-0.00018820497712198397
mortal	-0.00018817943407803956
selfinterest	-0.00018815067790678276
recapture	-0.0001881435077304348
anid	-0.00018813267933624143
Buchanan	-0.00018806030291681981
5.000.000.000	-0.00018803334311396806
obstructions	-0.0001880190606305816
debenture	-0.00018798586330935998
beverage	-0.00018794599781556977
Versailles	-0.00018788573191200707
prey	-0.00018788517830762628
lacked	-0.0001878709661144827
bother	-0.00018785346465775588
beverages	-0.0001878419800096715
Oct.	-0.0001878137044610864
Hart	-0.00018780570340536782
daring	-0.0001878016798640485
Friends	-0.0001877974627298672
myth	-0.00018778365215706358
irregular	-0.00018776383312030446
Township	-0.000187731239480497
delightful	-0.00018769864378816677
lifes	-0.00018766861953978988
Nationwide	-0.00018761757647427647
youngest	-0.00018761258534325323
upholding	-0.00018760973533457013
quicker	-0.00018759969350169082
recurring	-0.00018750555553322167
MCCAIN	-0.00018747542333914907
Reid	-0.00018741395644036022
deserted	-0.00018736189935108735
luncheon	-0.00018735859898323271
PAUL	-0.0001873383342395653
circulate	-0.00018731187349409393
periodicals	-0.0001872990694487537
Investigate	-0.00018729584450574808
1903.	-0.00018729479893226674
entail	-0.00018728947169053563
Samoa	-0.00018728807235023472
staffing	-0.0001872733573510094
65.000	-0.0001872685522598502
mainstream	-0.00018724954855514104
accusations	-0.0001872467160191358
Ontario	-0.00018723326871149804
IS	-0.0001871917039175319
misunderstand	-0.00018715217244835301
Craig	-0.00018713548348690319
-as	-0.00018710548200502928
faulty	-0.00018710216823575272
50.	-0.00018708972039099524
crushing	-0.00018707268508533757
sizes	-0.00018707025637983117
mysterious	-0.00018703431067108137
incorporates	-0.00018695735735763396
inclination	-0.00018691157711287325
articulate	-0.00018689919659483365
Often	-0.0001868321930687598
influx	-0.00018682013430138778
compatible	-0.00018678190569641447
generic	-0.0001867480181826965
stupendous	-0.000186743653568317
deliveries	-0.00018673860140347066
Come	-0.00018670848016942132
Morning	-0.00018667279348747118
Greeks	-0.00018658538790287943
Owners	-0.00018654617244347747
laugh	-0.0001863809992250468
movie	-0.00018637933876755716
lumpsum	-0.00018634979929597027
treatymaking	-0.00018627549031493594
cabinet	-0.00018627223596216845
containers	-0.0001862713945585027
dried	-0.0001862650847749518
denunciation	-0.00018626096472133802
flesh	-0.00018624122491559152
Box	-0.0001862286061675403
subsidiaries	-0.0001862152420373702
1889.	-0.00018617888116936247
Outer	-0.00018615458100161174
packed	-0.00018615454650622207
prejudiced	-0.00018615147689495429
disadvantages	-0.0001861479769718491
envelopes	-0.0001860881713454841
Jay	-0.00018606613898161254
broadcasts	-0.00018606593118342297
Ky..	-0.0001859929821336037
outpatient	-0.00018598382562541938
